price,country,platform,End,Start,compound,negative,neutral,positive,no_of_posts,success
0.00,Ukraine,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.099490909,0.037727273,0.891909091,0.070181818,11,0
0.02,Singapore,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.686567,0.10559,0.03859,0.85579,100,0
0.93,Portugal,Ethereum,9/15/2018 23:59,5/15/2018 0:00,0.514329,0.07951,0.03076,0.88978,100,0
0.00,,Ethereum,12/20/2017 0:00,11/30/2017 0:00,0.36085,0.02525,0.01375,0.961,4,0
0.00,Gibraltar,Ethereum,3/18/2018 0:00,2/19/2018 0:00,-0.3612,0.005,0.011,0.985,1,0
0.00,Taiwan,Ethereum,10/22/2017 0:00,9/13/2017 0:00,-0.053385714,0.013261905,0.974857143,0.011809524,42,0
0.00,United States of America,Ethereum,1/8/2018 21:00,12/8/2017 12:00,0.616991566,0.099409639,0.050915663,0.849710843,83,0
0.01,United Kingdom,Ethereum,4/11/2018 23:59,3/11/2018 0:00,0.548866,0.04374,0.84866,0.10752,100,0
0.00,Czech Republic,Own Blockchain,10/31/2018 23:00,9/1/2018 0:00,-0.35684,0.0166,0.9758,0.0072,5,0
0.00,,Ethereum,4/30/2018 23:59,2/27/2018 0:00,0.59156,0.0586,0.027,0.9142,5,0
0.01,Slovenia,Ethereum,3/22/2018 23:00,2/22/2018 0:00,0.500358,0.03485,0.88632,0.07871,100,0
0.18,Gibraltar,Ethereum,11/16/2017 14:00,10/19/2017 14:00,0.655616667,0.019166667,0.9085,0.072333333,6,0
0.02,United States of America,Ethereum,5/30/2018 23:59,3/30/2018 0:00,0.52895,0.0525,0.007,0.9405,2,0
0.00,,,2/18/2018 0:00,11/1/2017 0:00,0.515597368,0.068526316,0.035578947,0.895868421,38,0
0.00,Israel,Omni,10/18/2016 0:00,9/18/2016 0:00,0.479611111,0.050111111,0.864407407,0.085407407,27,0
0.78,Russia,Waves,8/11/2017 11:00,7/11/2017 11:00,0.64618,0.0089,0.9605,0.0307,10,0
0.03,Australia,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.295706383,0.041531915,0.878085106,0.080340426,47,0
0.00,United States of America,Ethereum,12/7/2017 12:00,11/7/2017 12:00,0.64282093,0.107697674,0.050883721,0.841534884,43,0
0.00,France,Ethereum,2/14/2018 13:00,2/7/2018 13:00,-0.18415,0.022,0.963,0.015,2,0
0.00,United Arab Emirates,Ethereum,6/30/2019 0:00,4/1/2019 0:00,0.7603,0.02,0.005,0.974,1,0
0.02,Finland,Ethereum,11/14/2017 12:00,9/27/2017 12:00,0.7862,0,0.997,0.003,1,0
0.01,United Kingdom,Ethereum,9/30/2018 12:00,8/15/2018 12:00,0.800425,0.03772,0.84951,0.11275,100,0
0.00,United States of America,Ethereum,9/28/2017 3:00,9/28/2017 3:00,-0.3334,0.015,0.025,0.9605,2,0
0.04,,,9/28/2017 3:00,9/28/2017 3:00,0.6645375,0.05475,0.005,0.94025,8,0
0.00,Hong Kong,Ethereum,5/12/2019 0:00,3/31/2019 0:00,0.15175,0.0055,0.9855,0.009,2,0
0.01,Thailand,Ethereum,3/30/2018 23:59,2/16/2018 0:00,0.244061,0.06775,0.0439,0.88834,100,0
0.03,Switzerland,Ethereum,3/2/2018 23:59,2/1/2018 0:00,0.592818,0.10232,0.03951,0.85807,100,0
0.00,United States of America,Ethereum,3/15/2018 0:00,1/1/2018 0:00,0.12925,0.01,0.9785,0.0115,2,0
0.00,Singapore,Ethereum,12/3/2017 0:00,10/3/2017 0:00,0,0,0,0,0,0
0.00,Japan,Ethereum,10/6/2017 14:00,9/18/2017 14:00,0.593061,0.04941,0.84323,0.1073,100,0
0.00,Russia,Waves,5/31/2017 12:00,4/24/2017 12:00,0.9998,0.019,0.869,0.112,1,0
0.00,Gibraltar,Ethereum,2/25/2018 23:00,2/5/2018 0:00,0.301354,0.09351,0.06786,0.83871,100,0
0.00,South Africa,NEM,8/28/2017 2:59,7/16/2017 3:00,-0.4505125,0.078,0.090125,0.832375,8,0
0.00,Marshall Islands,Ethereum,12/5/2017 0:00,11/6/2017 0:00,-0.2911,0.015,0.016,0.969,2,0
0.00,Australia,Ethereum,7/14/2018 0:00,5/28/2018 0:00,0.651689,0.0404,0.86156,0.09805,100,0
0.00,Israel,Ethereum,4/4/2017 0:00,4/2/2017 0:00,0.219175,0.0315,0.015,0.95375,4,0
0.00,Australia,Litecoin,1/31/2019 23:59,12/1/2018 0:00,-0.6908,0.007,0.02,0.973,1,0
0.01,Kenya,Ethereum,5/1/2018 0:00,12/1/2017 0:00,0.634915,0.09396,0.0403,0.86574,100,0
0.00,United States of America,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.200258,0.02852,0.93162,0.03973,100,0
0.00,Switzerland,Ethereum,6/25/2018 13:00,6/11/2018 13:00,0.562655,0.08367,0.03593,0.88039,100,0
0.00,Virgin Islands (British),Ethereum,1/8/2019 9:00,12/20/2018 9:00,0.9034,0.034,0.028,0.938,1,0
0.00,,NEO,12/7/2017 0:00,11/15/2017 0:00,-0.3612,0.016,0.024,0.959,1,0
0.00,Belarus,Graphene,2/11/2018 16:00,1/14/2018 16:00,0.00065,0.0365,0.908,0.0555,2,0
0.00,Malta,Ethereum,3/5/2018 17:00,2/12/2018 17:00,0.998,0.017,0.719,0.264,1,0
0.01,Singapore,Ethereum,11/22/2017 12:00,10/22/2017 12:00,-0.7096,0.022,0.973,0.005,1,0
0.00,Canada,Ethereum,10/14/2017 19:00,9/13/2017 19:00,0.123233333,0.009333333,0.979,0.011666667,3,0
0.00,United Kingdom,Ethereum,4/30/2018 0:00,3/1/2018 0:00,0.9987,0.025,0.872,0.103,1,0
0.00,Cayman Islands,Ethereum,2/20/2018 0:00,1/10/2018 0:00,0.61422,0.10008,0.05232,0.84752,25,0
0.00,British Indian Ocean Territory,Ethereum,3/11/2018 0:00,2/8/2018 0:00,0.91675,0.02975,0.88775,0.0825,4,0
0.13,United States of America,Ethereum,8/29/2017 3:00,8/28/2017 3:00,0.48702,0.07236,0.03165,0.89603,100,0
0.00,Belize,Ethereum,6/25/2018 0:00,6/17/2018 0:00,0.48246,0.05904,0.02371,0.91722,100,0
0.00,,,9/28/2017 3:00,9/28/2017 3:00,-0.2124,0.0415,0.9245,0.03375,4,0
0.00,Estonia,Ethereum,6/13/2018 18:00,5/10/2018 18:00,0,0,0,0,0,0
0.00,United States of America,Ethereum,3/1/2018 4:59,12/5/2017 0:00,0,0,0,0,0,0
0.00,United States of America,,9/28/2017 3:00,9/28/2017 3:00,0.69979,0.10849,0.03885,0.85257,100,0
0.00,United Arab Emirates,Ethereum,12/15/2017 0:00,10/14/2017 0:00,0.260686667,0.0436,0.034133333,0.9224,15,0
0.00,United States of America,Ethereum,10/15/2018 0:00,5/15/2018 0:00,0.133266667,0.079333333,0.063333333,0.857666667,3,0
0.00,Switzerland,Ethereum,6/3/2018 10:00,2/10/2018 10:00,0.66075,0.069,0.819,0.112,2,0
0.00,Switzerland,Ethereum,8/15/2017 13:49,7/17/2017 23:40,0,0,0,0,0,0
0.00,United States of America,Ethereum,10/29/2017 0:00,9/29/2017 0:00,-0.114465789,0.030710526,0.037921053,0.931368421,38,0
0.00,Hong Kong,Ethereum,7/31/2018 0:00,7/15/2018 23:59,0,0,0,0,0,0
0.00,Estonia,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.2263,0.006,0,0.994,1,0
0.01,China,Own Blockchain,10/18/2018 4:00,10/11/2018 4:00,0.678585714,0.091571429,0.035714286,0.872714286,7,0
0.01,United Kingdom,Ethereum,11/28/2017 14:00,10/31/2017 14:00,0.0091,0.0625,0.865,0.0725,2,0
0.00,Canada,Ethereum,8/15/2017 3:00,7/15/2017 23:00,0.306035294,0.069784314,0.04172549,0.888490196,51,0
0.01,Gibraltar,Ethereum,6/15/2018 0:00,5/15/2018 0:00,0.9758,0.059,0.008,0.932,1,0
0.00,Singapore,Ethereum,5/31/2018 0:00,4/9/2018 0:00,0.571607,0.09175,0.0371,0.8611,100,0
0.00,Czech Republic,Nxt,5/31/2017 12:00,5/1/2017 12:00,-0.0915,0.019,0.9665,0.014,2,0
0.00,Switzerland,Ethereum,3/5/2018 0:00,2/28/2018 15:00,0.762493,0.03286,0.86203,0.10506,100,0
0.00,Russia,Ethereum,8/31/2018 0:00,6/15/2018 0:00,0.52421,0.08438,0.03098,0.88466,100,0
0.00,United States of America,Ethereum,2/19/2018 12:00,1/31/2018 12:00,0.975333333,0.047,0.833333333,0.119666667,3,0
0.01,,,9/28/2017 3:00,9/28/2017 3:00,0.746359,0.12187,0.04071,0.83734,100,0
0.02,Gibraltar,Ethereum,3/12/2018 0:00,2/10/2018 0:00,0.261485714,0.013142857,0.969285714,0.017714286,7,0
0.00,United Kingdom,,8/19/2017 12:00,8/12/2017 12:00,-0.465025,0.07,0.86175,0.0685,4,0
0.00,Estonia,Ethereum,4/1/2018 10:00,2/15/2018 10:00,0.473249,0.0243,0.90195,0.07375,100,0
0.00,United Kingdom,Ethereum,4/9/2018 21:00,2/12/2018 21:00,0.60284,0.043769231,0.868415385,0.0878,65,0
0.00,Czech Republic,Ethereum,12/15/2017 12:00,10/14/2017 12:00,-0.5719,0.023,0.97,0.007,1,0
0.00,Czech Republic,Ethereum,4/30/2018 14:00,3/12/2018 14:00,0.615841,0.0315,0.87847,0.08996,100,0
0.00,Estonia,Ethereum,3/7/2018 0:00,2/7/2018 0:00,0.555266667,0.01,0.969666667,0.020333333,3,0
0.00,Estonia,Ethereum,2/26/2018 0:00,1/29/2018 12:00,0.461901266,0.039620253,0.872708861,0.087670886,79,0
0.00,,,3/1/2018 2:40,3/1/2018 1:00,0,0,0,0,0,0
0.00,Switzerland,Ethereum,4/25/2018 15:00,2/28/2018 12:00,0.299624,0.06468,0.84916,0.08628,25,0
0.00,Cambodia,Ethereum,11/16/2017 15:00,10/14/2017 15:00,-0.7096,0.021,0.974,0.005,1,0
0.00,United States of America,Ethereum,8/7/2017 9:00,7/23/2017 9:00,0.221076316,0.074105263,0.043210526,0.882736842,38,0
0.00,United States of America,Ethereum,3/31/2018 0:00,11/18/2017 0:00,-0.147854545,0.076545455,0.843818182,0.079545455,11,0
0.00,Gibraltar,Ethereum,4/14/2018 10:00,3/17/2018 10:00,0.682602,0.09464,0.03562,0.86977,100,0
0.00,Cyprus,Ethereum,4/15/2018 0:00,3/15/2018 12:00,0.7338,0.1733,0.0391,0.7875,10,0
0.07,United States of America,Waves,5/31/2018 0:00,11/1/2017 0:00,0.656236,0.04511,0.84915,0.10569,100,0
0.00,Belgium,Ethereum,12/1/2017 12:00,11/20/2017 12:00,0.9972,0.171,0.05,0.779,1,0
0.22,United Kingdom,Ethereum,10/10/2018 10:00,9/10/2018 10:00,-0.4939,0.008,0.016,0.975,1,0
0.01,Estonia,Ethereum,11/5/2017 12:00,10/7/2017 12:00,0.3612,0.015,0.007,0.978,1,0
0.00,Canada,Ethereum,2/28/2018 0:00,2/1/2018 0:00,0.309,0.02,0.917,0.0635,2,0
0.00,Switzerland,Ethereum,9/15/2018 0:00,7/11/2018 0:00,0.518344,0.08056,0.03008,0.88939,100,0
0.00,United States of America,Ethereum,12/28/2017 0:00,12/21/2017 0:00,0.710718919,0.036189189,0.865162162,0.098513514,37,0
0.00,Singapore,Ethereum,7/11/2018 0:00,6/11/2018 0:00,0.63237,0.10516,0.04333,0.85148,100,0
0.00,Costa Rica,Ethereum,4/5/2018 0:00,3/5/2018 0:00,0.782884,0.11693,0.03714,0.84591,100,0
0.00,New Zealand,NEO,7/31/2018 0:00,6/2/2018 0:00,0.537909,0.09639,0.04199,0.86159,100,0
0.00,Germany,Ethereum,7/15/2018 0:00,2/20/2018 0:00,0.61388,0.05682,0.83289,0.11027,100,0
0.00,United States of America,Ethereum,9/7/2018 0:00,8/31/2018 0:00,0.523657,0.10984,0.05352,0.83668,100,0
0.00,Singapore,Ethereum,8/21/2018 0:00,6/27/2018 0:00,-0.3336,0.051666667,0.068333333,0.88,3,0
0.00,Malta,Ethereum,9/28/2017 3:00,2/1/2018 0:00,-0.242433333,0.021444444,0.037777778,0.941,9,0
2.15,Romania,Ethereum,4/24/2018 20:00,2/24/2018 20:00,0.702627,0.10586,0.04059,0.85353,100,0
0.00,United States of America,Blockchain,9/15/2017 13:00,6/12/2017 3:00,0.383569,0.03133,0.89444,0.07423,100,0
0.00,United Kingdom,Ethereum,3/31/2018 0:00,12/1/2017 0:00,0,0,0,0,0,0
0.01,United Kingdom,Ethereum,2/15/2018 14:59,12/20/2017 14:59,0.686586538,0.088980769,0.034134615,0.876961538,52,0
0.00,Gibraltar,Ethereum,4/30/2018 0:00,2/12/2018 0:00,0,0,0,0,0,0
0.00,Austria,Ethereum,3/1/2018 11:32,1/16/2018 12:00,0.555266667,0.01,0.969666667,0.020333333,3,0
0.00,Hong Kong,Ethereum,6/1/2018 0:00,4/23/2018 0:00,0.620953,0.03162,0.87697,0.09134,100,0
0.00,Australia,Ethereum,3/23/2018 0:00,2/22/2018 0:00,0,0,0,0,0,0
0.01,Bulgaria,Ethereum,12/20/2017 12:00,11/20/2017 12:00,0.9999,0.028,0.789,0.183,1,0
0.00,Turkey,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.485109,0.09946,0.05915,0.84144,100,0
0.00,Russia,Ethereum,2/10/2019 5:00,1/14/2019 5:00,0.556235714,0.112214286,0.041714286,0.846071429,70,0
0.00,United Kingdom,Ethereum,2/15/2019 23:59,9/10/2018 0:00,-0.205655556,0.094,0.091555556,0.814555556,9,0
0.00,Taiwan,Ethereum,8/4/2017 23:59,7/14/2017 0:00,0.642155,0.07953,0.04264,0.87777,100,0
0.00,Belize,Ethereum,5/30/2018 0:00,3/30/2018 0:00,0.41295,0.013,0.937125,0.05,8,0
0.00,Czech Republic,Ethereum,9/10/2017 8:00,8/18/2017 12:00,0.311976,0.05568,0.02681,0.91754,100,0
0.00,Israel,Ethereum,10/12/2017 15:00,9/12/2017 21:00,0.53855,0.017,0.923,0.06,2,0
0.00,Hong Kong,Stellar,9/28/2017 3:00,9/28/2017 3:00,-0.1027,0,0.004,0.996,1,0
0.00,Spain,Ethereum,6/8/2018 15:00,5/23/2018 15:00,0.463989,0.02809,0.89803,0.07383,100,0
0.00,Switzerland,Ethereum,9/1/2019 0:00,6/1/2019 0:00,0.9509,0.059,0.049,0.892,1,0
0.00,Cayman Islands,Ethereum,4/6/2018 6:59,3/16/2018 0:33,0.321057143,0.011142857,0.952857143,0.036,7,0
0.00,,Ethereum,4/22/2018 16:00,9/28/2017 3:00,0.770926,0.10743,0.03836,0.85425,100,0
0.00,Virgin Islands (British),Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.5719,0.017,0,0.983,1,0
0.00,Mexico,Waves,9/28/2017 3:00,9/28/2017 3:00,0.9807,0.09,0,0.91,1,0
0.00,United States of America,,6/1/2018 0:00,3/26/2018 0:00,0.908328571,0.006857143,0.940285714,0.053,7,0
0.00,France,Ethereum,3/23/2018 0:00,2/23/2018 0:00,0.615841,0.0315,0.87847,0.08996,100,0
0.01,Armenia,Ethereum,9/28/2017 3:00,9/28/2017 3:00,-0.25,0.012,0.979,0.009,1,0
0.00,Russia,Ethereum,11/18/2017 12:00,10/26/2017 12:00,0.5803,0.024,0.941,0.035,1,0
0.00,Russia,Ethereum,10/8/2017 15:00,9/8/2017 15:00,0.546973,0.10286,0.05701,0.84004,100,0
0.00,Singapore,Ethereum,10/14/2018 4:00,9/14/2018 4:00,0.541983,0.09712,0.04135,0.8615,100,0
0.00,United Kingdom,Ethereum,3/12/2019 0:00,2/27/2019 0:00,0.5766,0.014,0.005,0.981,1,0
0.00,Australia,Ethereum,12/7/2017 0:00,11/2/2017 0:00,0.6003,0.0645,0.040666667,0.894833333,12,0
0.00,Hong Kong,Ethereum,7/17/2018 0:00,6/17/2018 0:00,0.475544444,0.090018519,0.040685185,0.869203704,54,0
0.00,United States of America,Ethereum,8/29/2017 23:59,8/15/2017 0:00,0.58174,0.078,0.0152,0.9068,5,0
0.00,Australia,Ethereum,10/30/2017 3:00,10/16/2017 3:00,0.525717,0.08163,0.03348,0.88494,100,0
0.00,,,9/28/2017 3:00,9/28/2017 3:00,0.636412,0.04319,0.85113,0.10566,100,0
0.00,United States of America,Ethereum,7/16/2018 0:00,6/16/2018 0:00,0.347961111,0.081444444,0.041055556,0.877777778,18,0
0.00,Singapore,Ethereum,12/15/2017 12:00,11/15/2017 12:00,0.615841,0.0315,0.87847,0.08996,100,0
0.00,Kyrgyzstan,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.98975,0.023,0.864,0.1125,2,0
0.00,Hong Kong,Ethereum,3/1/2018 0:00,1/8/2018 0:00,0.253286207,0.055793103,0.860068966,0.084206897,29,0
0.01,Denmark,Ethereum,5/30/2018 23:59,3/6/2018 0:00,0.501907,0.07946,0.03426,0.88633,100,0
0.00,United Kingdom,Ethereum,3/18/2018 0:00,11/1/2017 0:00,0.650928571,0.042142857,0.839190476,0.118619048,21,0
0.00,Russia,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.518422222,0.106555556,0.050111111,0.843444444,9,0
0.00,Seychelles,Ethereum,5/25/2018 0:00,4/25/2018 0:00,0.5634,0.02725,0.88775,0.085,4,0
0.00,Russia,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.220290323,0.094580645,0.08672043,0.818731183,93,0
0.00,Germany,Ethereum,12/30/2018 23:59,12/3/2018 0:01,0.86734,0.0908,0.03,0.8794,5,0
0.00,Nigeria,Ethereum,8/14/2017 23:59,7/15/2017 0:00,-0.639066667,0.0375,0.051,0.911333333,6,0
0.00,Lithuania,Ethereum,10/1/2018 23:59,4/1/2018 0:00,-0.2263,0.016,0.972,0.012,1,0
0.01,Latvia,Ethereum,4/16/2018 10:00,2/15/2018 0:00,0.364775,0.0417,0.87146,0.08679,100,0
0.03,United Kingdom,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.501907,0.07946,0.03426,0.88633,100,0
0.02,Estonia,Ethereum,8/30/2018 9:00,7/15/2018 9:00,0.563773,0.09667,0.04141,0.86189,100,0
0.00,United Kingdom,Waves,4/10/2019 0:00,1/10/2019 0:00,0.620784091,0.103352273,0.049943182,0.846704545,88,0
0.02,,,9/28/2017 3:00,9/28/2017 3:00,0.1478,0.05875,0.036833333,0.9045,12,0
5.71,United States of America,,9/7/2017 22:00,8/10/2017 22:00,0.4786,0.0435,0.8905,0.06575,4,1
0.19,Hong Kong,NEO,9/28/2017 3:00,9/28/2017 3:00,0.343957,0.03457,0.01329,0.95214,100,0
1.02,Nigeria,Ethereum,5/31/2019 0:00,1/1/2019 0:00,0.600258,0.0917,0.04277,0.86554,100,0
0.00,,Ethereum,7/17/2018 8:00,6/17/2018 8:00,0.715383,0.03412,0.86499,0.10086,100,0
0.52,Poland,Ethereum,5/31/2018 0:00,12/27/2017 0:00,-0.1027,0,0.004,0.996,1,0
0.00,Singapore,Ethereum,6/15/2019 0:00,6/1/2019 0:00,0.501907,0.07946,0.03426,0.88633,100,0
0.06,Switzerland,Ethereum,5/28/2018 0:00,3/5/2018 0:00,0.6059,0.013,0.968,0.019,1,0
0.02,,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.9937,0.0435,0.8545,0.102,2,0
0.00,Seychelles,Ethereum,6/30/2018 12:00,5/10/2018 12:00,0.563262162,0.108378378,0.052567568,0.839,37,0
0.00,China,Ethereum,7/2/2018 0:00,6/10/2018 0:00,0.38025,0.049,0.036,0.915,2,0
0.07,Singapore,Ethereum,4/30/2018 0:00,4/20/2018 0:00,0.9034,0.034,0.028,0.938,1,0
0.24,United Kingdom,Ethereum,12/31/2018 0:00,9/1/2018 0:00,0.87525,0.1336,0.0518,0.8147,10,0
0.00,Russia,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.325846,0.05098,0.02942,0.91964,100,0
0.00,Denmark,Ethereum,8/31/2018 13:00,5/14/2018 13:00,0.560037,0.08676,0.03647,0.87675,100,0
0.00,Singapore,Ethereum,11/23/2018 7:00,10/29/2018 7:00,0,0,0,0,0,0
0.00,Belize,Ethereum,1/10/2018 13:00,12/10/2017 13:00,0.595492,0.11073,0.05314,0.83617,100,0
0.01,Israel,Ethereum,3/25/2018 23:59,2/25/2018 0:00,0,0,0,0,0,0
0.00,United Kingdom,Ethereum,6/24/2018 0:00,6/11/2018 0:00,0.505944,0.08121,0.0352,0.88363,100,0
0.00,Thailand,Ethereum,12/9/2017 7:00,11/9/2017 7:00,0.505944,0.08121,0.0352,0.88363,100,0
2.26,Hong Kong,Ethereum,8/6/2018 0:00,7/16/2018 0:00,0.343957,0.03457,0.01329,0.95214,100,0
0.05,United States of America,Ethereum,3/23/2018 0:00,3/15/2018 0:00,0.641874074,0.109666667,0.016037037,0.87437037,27,0
0.00,Bulgaria,Ethereum,7/1/2018 12:00,6/4/2018 12:00,0.533132143,0.044678571,0.870821429,0.084535714,28,0
0.00,Russia,Ethereum,11/5/2017 12:00,10/5/2017 12:00,0.660797,0.04083,0.85477,0.10439,100,0
0.01,Singapore,Ethereum,8/31/2018 0:00,8/6/2018 0:00,0.504947,0.08211,0.03109,0.88684,100,0
0.00,Hong Kong,,9/28/2017 3:00,9/28/2017 3:00,0.716132,0.09313,0.02839,0.87833,100,0
0.00,France,Ethereum,1/30/2019 0:00,1/15/2019 0:00,0.791758,0.10011,0.03418,0.86574,100,0
0.01,Poland,Ethereum,9/27/2017 17:00,8/24/2017 17:00,-0.108,0.099769231,0.088153846,0.812153846,13,0
0.00,Singapore,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.416907692,0.096461538,0.018384615,0.885230769,13,0
0.00,,,9/28/2017 3:00,9/28/2017 3:00,0.343957,0.03457,0.01329,0.95214,100,0
0.00,New Caledonia,Ethereum,5/31/2018 0:00,3/25/2018 0:00,0.37654,0.0905,0.05407,0.85545,100,0
0.00,United Kingdom,Ethereum,9/1/2018 0:00,5/2/2018 0:00,0.9884,0.141,0.039,0.821,1,0
0.00,,Ethereum,4/15/2018 2:00,4/13/2018 2:00,0.988066667,0.119333333,0.074666667,0.806,3,0
0.00,,,9/28/2017 3:00,9/28/2017 3:00,0,0,0,0,0,0
0.01,Hong Kong,,3/24/2018 0:00,3/10/2018 0:00,0.178857143,0.085714286,0.073714286,0.840571429,7,0
0.00,Singapore,Ethereum,5/18/2018 0:00,4/18/2018 0:00,0.964,0.024666667,0.927,0.048333333,3,0
0.00,United Kingdom,Ethereum,8/15/2018 12:00,6/14/2018 12:00,0.736656,0.04556,0.84071,0.11364,100,0
0.00,,Ethereum,9/1/2018 0:00,3/1/2018 0:00,0,0,0,0,0,0
0.00,United Kingdom,Stellar,10/27/2019 0:00,7/1/2019 0:00,0.838164706,0.127294118,0.032411765,0.840470588,17,0
0.00,,,8/31/2018 0:00,6/15/2018 0:00,-0.058116667,0.013888889,0.016444444,0.969611111,18,0
0.00,United States of America,NEM,8/31/2018 0:00,7/25/2018 0:00,0.242219231,0.079346154,0.045,0.875730769,26,0
